date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,wind_speed_10m_max,wind_speed_10m_mean,surface_pressure_mean,shortwave_radiation_sum,daylight_duration,sunshine_duration
2014-10-08,28.7,21.6,25.1,0.0,0.0,88,50,69,15.9,12.5,1002.4,20.42,44074.07,41622.08
2014-10-09,29.4,22.7,25.7,0.3,0.3,84,55,72,15.3,12.1,1002.3,19.14,44105.06,41313.29
2014-10-10,30.6,23.2,26.4,0.1,0.1,92,57,77,16.3,13.7,1001.6,18.15,44135.88,41681.09
2014-10-11,29.3,23.2,25.6,6.9,6.9,98,68,87,12.9,9.7,1002.5,16.1,44166.52,37424.75
2014-10-12,29.8,22.2,25.7,4.8,4.8,98,67,84,17.1,12.5,1003.4,20.09,44196.95,39724.07
2014-10-13,30.3,22.4,25.9,0.0,0.0,95,57,78,19.6,13.9,1003.5,27.11,44227.34,41767.49
2014-10-14,30.2,20.3,24.8,0.0,0.0,96,50,76,12.4,7.9,1004.3,26.65,44257.82,36383.15
2014-10-15,30.0,20.5,25.1,0.0,0.0,94,56,76,18.1,9.9,1003.8,25.84,44288.36,41824.33
2014-10-16,31.1,22.5,26.4,0.0,0.0,90,54,73,21.2,15.6,1002.7,23.98,44318.92,41852.68
2014-10-17,31.8,23.6,27.1,0.0,0.0,86,50,70,21.5,17.2,1002.7,24.9,44349.5,41880.95
2014-10-18,31.3,23.7,26.6,0.0,0.0,85,49,71,28.5,22.1,1003.3,24.61,44380.07,41909.13
2014-10-19,31.4,23.2,26.3,0.1,0.1,85,51,72,25.3,22.0,1002.9,23.76,44410.59,41937.19
2014-10-20,30.7,23.8,26.5,0.2,0.2,88,58,75,28.5,22.6,1002.1,22.34,44441.05,41965.11
2014-10-21,30.8,23.7,26.3,5.7,5.7,88,57,77,22.1,19.5,1002.6,20.69,44471.42,39491.57
2014-10-22,30.2,23.3,26.0,0.0,0.0,90,58,76,21.8,20.2,1003.2,21.07,44501.68,39379.5
2014-10-23,28.9,23.0,25.4,0.0,0.0,89,61,76,26.0,21.4,1003.1,18.55,44531.79,41175.52
2014-10-24,30.5,22.9,25.8,0.0,0.0,85,51,72,25.7,21.3,1003.3,22.99,44561.72,42014.35
2014-10-25,29.5,23.2,25.8,0.0,0.0,86,58,74,22.2,19.4,1003.3,17.41,44591.46,40662.25
2014-10-26,30.5,23.6,26.4,0.0,0.0,85,55,72,19.7,16.8,1003.1,24.0,44620.98,41379.77
2014-10-27,31.7,22.4,26.4,0.0,0.0,91,45,70,18.0,13.3,1002.5,23.82,44650.23,41675.95
2014-10-28,31.3,23.2,26.6,0.0,0.0,88,47,70,21.1,14.7,1001.9,23.45,44679.2,40874.26
2014-10-29,30.5,23.4,26.8,0.0,0.0,93,57,74,16.6,13.4,1001.9,22.52,44707.86,41306.02
2014-10-30,30.7,23.7,26.8,0.1,0.1,89,57,73,17.9,14.7,1001.1,20.25,44736.18,40773.73
2014-10-31,30.4,24.1,27.1,0.2,0.2,89,60,75,15.6,14.1,1000.5,19.07,44764.13,37933.83
2014-11-01,31.8,24.2,27.9,0.0,0.0,93,57,75,13.0,9.2,1000.7,20.98,44791.66,41081.4
2014-11-02,31.9,23.9,28.0,0.0,0.0,91,59,73,13.0,8.2,1000.9,20.46,44818.99,35956.96
2014-11-03,32.4,24.5,27.9,0.0,0.0,90,58,74,17.1,10.5,1002.1,19.69,44846.23,34364.8
2014-11-04,32.5,24.9,27.8,0.0,0.0,90,54,73,22.1,16.0,1002.3,23.41,44873.35,42352.68
2014-11-05,32.3,24.0,27.4,0.0,0.0,89,45,70,16.9,14.7,1002.4,25.74,44900.32,42376.24
2014-11-06,31.9,21.9,26.5,1.2,1.2,95,50,73,14.5,9.4,1002.6,25.73,44927.12,42399.58
2014-11-07,32.2,21.7,26.6,0.0,0.0,94,41,69,17.4,11.2,1003.0,25.01,44953.72,42422.68
2014-11-08,31.8,22.0,26.7,0.0,0.0,93,45,70,20.8,14.3,1002.9,24.38,44980.09,42445.52
2014-11-09,31.2,23.9,26.9,0.0,0.0,87,54,73,21.2,16.9,1002.2,21.66,45006.19,41318.94
2014-11-10,32.4,23.7,27.1,14.5,14.5,96,51,75,18.7,14.7,1000.8,21.54,45032.0,39114.02
2014-11-11,29.9,23.7,26.6,2.1,2.1,95,64,79,17.6,13.8,1000.7,17.72,45057.49,37754.93
2014-11-12,30.3,24.6,26.8,0.9,0.9,90,59,77,15.0,12.8,1000.8,15.05,45082.62,22650.94
2014-11-13,30.7,23.3,26.9,0.2,0.2,96,62,79,16.3,12.6,1001.1,20.94,45107.37,40296.04
2014-11-14,31.9,23.5,27.6,0.0,0.0,93,56,73,17.6,13.0,1001.4,22.87,45131.7,42069.73
2014-11-15,31.0,23.5,26.8,3.0,3.0,92,58,77,16.2,11.4,1001.7,21.15,45155.57,39693.06
2014-11-16,31.9,23.2,27.2,0.0,0.0,96,54,76,18.4,14.1,1000.4,25.58,45178.95,42615.72
2014-11-17,32.0,24.3,27.5,1.5,1.5,92,59,79,12.6,9.7,1000.3,23.31,45201.82,37039.64
2014-11-18,31.6,23.3,27.3,3.1,3.1,98,60,81,10.2,5.4,1001.9,21.03,45224.12,38742.45
2014-11-19,31.2,24.0,27.1,1.1,1.1,97,62,83,10.2,5.8,1002.1,19.45,45245.85,41478.11
2014-11-20,32.2,23.9,27.9,0.0,0.0,97,57,77,14.6,8.3,1000.4,20.46,45266.95,40341.34
2014-11-21,32.1,24.7,28.4,1.0,1.0,93,61,75,14.2,8.6,1000.2,20.27,45287.38,42707.2
2014-11-22,31.9,23.9,27.7,2.4,2.4,94,61,77,12.0,9.1,1000.4,20.63,45307.32,40898.68
2014-11-23,30.6,23.5,26.5,4.1,4.1,98,63,82,14.4,7.4,1001.4,17.19,45326.88,40723.77
2014-11-24,30.8,23.6,27.2,2.5,2.5,94,61,78,16.8,11.4,999.7,22.42,45346.03,42756.74
2014-11-25,30.2,24.1,26.6,4.8,4.8,95,66,84,14.7,7.4,998.8,19.21,45364.75,39816.75
2014-11-26,31.0,23.1,26.8,4.5,4.5,97,65,84,12.5,8.2,998.2,20.1,45383.02,40880.32
2014-11-27,30.7,24.0,27.1,3.2,3.2,98,62,79,16.9,13.8,998.6,23.0,45400.8,42802.59
2014-11-28,30.6,23.8,26.8,0.5,0.5,91,56,75,13.5,11.2,999.7,25.01,45418.09,42816.96
2014-11-29,31.1,21.6,26.4,0.0,0.0,97,50,74,14.0,8.8,999.6,26.51,45434.84,42830.85
2014-11-30,32.3,22.6,27.2,0.0,0.0,92,46,71,16.6,11.8,998.6,27.23,45451.03,42844.23
2014-12-01,32.5,22.7,27.6,0.0,0.0,92,44,69,12.3,9.2,998.5,26.31,45466.64,42857.11
2014-12-02,31.8,23.2,27.6,0.0,0.0,90,47,68,15.1,8.8,999.6,24.36,45481.64,42869.44
2014-12-03,32.0,24.0,27.6,0.5,0.5,88,49,71,14.3,10.3,999.9,22.09,45496.02,42881.22
2014-12-04,31.3,24.6,27.8,5.0,5.0,90,61,77,13.3,8.9,999.8,20.37,45509.73,42892.41
2014-12-05,31.5,24.0,26.8,26.8,26.8,97,64,85,10.7,6.1,999.1,20.74,45522.76,42683.9
2014-12-06,30.5,23.9,27.0,2.2,2.2,95,70,82,10.7,4.9,998.4,24.3,45535.07,42913.02
2014-12-07,30.7,23.8,26.9,4.1,4.1,94,70,83,10.0,5.8,999.2,22.96,45546.65,42911.52
2014-12-08,30.1,24.1,26.6,6.6,6.6,95,71,85,10.6,5.2,1000.3,17.87,45557.47,33171.96
2014-12-09,28.7,23.8,25.7,11.0,11.0,99,77,90,12.1,5.7,1001.9,14.28,45567.5,31310.47
2014-12-10,30.1,22.8,26.3,3.0,3.0,97,69,86,9.0,4.1,1000.7,19.66,45576.71,38766.96
2014-12-11,29.3,24.1,26.1,12.9,12.9,97,77,89,10.8,4.9,1000.2,15.96,45585.08,30171.19
2014-12-12,28.9,23.2,26.0,2.1,2.1,98,72,87,15.6,8.7,1000.8,19.0,45592.68,42480.38
2014-12-13,30.6,23.8,26.9,1.1,1.1,95,67,83,16.9,11.1,1000.1,23.23,45599.57,42778.92
2014-12-14,30.6,24.1,27.2,0.9,0.9,94,65,81,17.0,10.4,1000.4,20.56,45605.75,39016.7
2014-12-15,28.0,23.8,25.3,11.3,11.3,97,78,90,16.0,8.3,1001.4,11.8,45611.21,16766.82
2014-12-16,31.6,21.7,26.8,0.3,0.3,98,59,80,11.2,6.7,1000.0,25.72,45615.95,42700.68
2014-12-17,31.4,23.4,27.6,0.3,0.3,93,61,78,11.3,8.0,999.2,27.04,45619.96,42672.81
2014-12-18,31.4,23.0,27.3,0.0,0.0,96,54,76,14.7,8.0,1000.6,24.21,45623.24,42644.2
2014-12-19,31.3,24.5,27.5,0.7,0.7,92,58,76,9.9,7.2,1001.1,22.53,45625.79,42614.93
2014-12-20,30.0,24.6,27.1,1.2,1.2,92,68,79,7.9,4.6,1000.3,18.12,45627.59,37072.62
2014-12-21,30.8,23.9,26.7,0.7,0.7,96,61,82,11.9,6.8,1000.1,19.01,45628.66,34250.55
2014-12-22,31.4,23.4,27.3,1.3,1.3,96,57,78,16.9,11.9,999.0,19.94,45629.0,41883.83
2014-12-23,30.5,25.0,27.4,3.1,3.1,92,66,81,16.7,10.7,998.8,19.39,45628.58,35540.47
2014-12-24,30.6,24.2,26.6,4.5,4.5,96,66,84,13.9,9.3,998.9,19.11,45627.42,40535.9
2014-12-25,30.5,23.2,26.6,1.1,1.1,97,60,80,11.5,6.5,998.5,23.68,45625.52,41178.55
2014-12-26,30.3,24.4,27.0,7.2,7.2,95,67,81,9.4,6.7,997.7,17.57,45622.87,35251.5
2014-12-27,30.4,24.7,27.0,7.6,7.6,98,70,85,8.9,5.5,998.8,15.78,45619.47,26105.91
2014-12-28,32.8,24.1,27.8,2.9,2.9,95,61,82,12.6,8.2,997.9,21.77,45615.32,31710.22
2014-12-29,31.4,24.4,27.7,2.6,2.6,94,65,82,10.8,6.1,997.4,21.65,45610.43,41783.13
2014-12-30,29.9,24.8,26.8,5.0,5.0,94,71,85,8.7,4.5,998.7,19.61,45604.78,40664.16
2014-12-31,30.2,23.8,26.9,1.5,1.5,95,68,83,11.6,4.3,998.5,20.73,45598.38,38997.86
2015-01-01,30.7,24.1,26.5,6.1,6.1,94,66,85,7.9,3.7,999.1,18.09,45591.17,32674.82
2015-01-02,29.1,23.7,26.1,3.4,3.4,98,75,87,13.7,5.6,999.9,16.62,45583.12,29525.06
2015-01-03,29.5,23.6,26.1,2.5,2.5,96,67,84,8.1,5.8,999.8,20.37,45574.26,42157.36
2015-01-04,29.4,23.4,26.0,8.8,8.8,97,69,86,11.6,5.7,998.7,17.82,45564.6,32697.89
2015-01-05,27.2,23.6,24.8,48.9,48.9,99,81,95,10.8,6.3,997.9,10.14,45554.17,2392.9
2015-01-06,28.9,23.1,25.9,1.7,1.7,98,66,80,28.1,18.2,997.6,21.9,45542.99,42064.39
2015-01-07,26.4,24.2,25.1,12.7,12.7,87,70,78,22.2,19.9,997.4,8.18,45531.09,386.32
2015-01-08,26.7,23.2,24.7,11.7,11.7,83,66,77,27.6,22.9,997.9,7.73,45518.48,1165.77
2015-01-09,29.9,23.5,26.6,2.9,2.9,81,51,63,31.9,27.2,997.8,14.76,45505.19,25113.46
2015-01-10,29.5,22.9,26.1,10.5,10.5,81,55,68,27.0,22.3,999.1,11.31,45491.25,13845.16
2015-01-11,26.7,22.2,24.1,14.6,14.6,93,75,84,20.6,18.3,999.0,8.91,45476.68,3031.47
2015-01-12,25.7,22.3,24.4,8.4,8.4,93,65,79,25.0,22.8,998.4,6.16,45461.49,887.16
2015-01-13,29.1,24.4,26.4,1.2,1.2,74,59,68,26.6,19.0,999.1,17.03,45445.72,30141.91
2015-01-14,31.0,22.7,26.9,0.0,0.0,87,58,73,17.3,8.0,999.6,24.21,45429.39,41266.55
2015-01-15,28.7,23.2,26.0,3.2,3.2,95,65,82,6.2,4.7,1000.4,14.28,45412.51,26565.93
2015-01-16,31.1,23.0,27.1,0.1,0.1,96,62,80,10.7,6.3,1001.5,19.36,45395.12,36857.18
2015-01-17,31.3,23.0,27.5,0.2,0.2,94,65,80,9.7,6.0,1001.3,24.53,45377.23,42017.95
2015-01-18,31.3,24.0,27.4,3.0,3.0,97,64,82,9.7,5.8,1001.6,21.91,45358.88,40386.32
2015-01-19,30.2,24.0,26.9,3.8,3.8,97,74,86,11.3,4.9,1000.5,21.0,45340.07,41677.57
2015-01-20,29.3,23.4,25.7,6.3,6.3,97,72,87,18.8,12.0,1001.8,19.46,45320.84,41357.24
2015-01-21,30.7,23.6,26.6,0.6,0.6,94,64,80,17.8,13.4,1000.9,24.58,45301.01,40746.54
2015-01-22,29.4,24.2,26.4,2.1,2.1,89,71,82,22.7,13.0,999.9,18.35,45280.5,32099.27
2015-01-23,31.0,23.5,26.9,0.2,0.2,93,60,76,13.5,9.6,999.9,21.59,45259.33,37312.38
2015-01-24,30.8,24.0,26.9,0.9,0.9,86,59,71,19.4,12.9,1001.7,16.94,45237.54,30748.71
2015-01-25,31.7,24.5,27.6,0.0,0.0,80,51,65,15.8,10.5,1002.0,20.61,45215.17,33814.0
2015-01-26,31.8,23.4,27.4,0.8,0.8,87,59,74,15.0,7.6,1000.4,24.98,45192.25,39128.32
2015-01-27,29.4,23.8,26.6,6.3,6.3,90,68,80,21.4,13.2,998.0,19.36,45168.82,37624.13
2015-01-28,30.4,24.5,27.2,0.1,0.1,85,58,73,26.2,16.4,996.9,21.5,45144.9,38839.56
2015-01-29,30.3,24.1,27.2,0.8,0.8,91,58,73,25.6,17.0,998.1,21.13,45120.54,36871.09
2015-01-30,28.7,24.0,26.1,8.9,8.9,83,62,75,29.2,19.9,999.1,13.1,45095.77,28266.57
2015-01-31,25.5,22.0,24.0,11.7,11.7,97,80,86,21.4,14.8,1000.5,9.94,45070.61,13826.79
2015-02-01,27.6,23.1,25.0,2.3,2.3,85,72,80,23.2,16.2,1000.2,18.82,45045.09,32843.85
2015-02-02,27.7,22.7,25.3,6.3,6.3,90,73,80,21.5,14.7,1000.7,16.53,45019.27,29520.88
2015-02-03,28.8,23.4,25.9,0.9,0.9,86,67,78,22.9,15.6,1000.0,20.67,44993.15,33237.57
2015-02-04,25.1,22.3,23.4,34.2,34.2,97,84,93,21.9,16.5,999.6,5.82,44966.77,0.0
2015-02-05,26.1,21.9,23.7,12.5,12.5,96,79,91,17.6,12.2,1001.3,10.59,44940.16,15115.57
2015-02-06,28.8,20.8,24.7,1.2,1.2,95,64,82,13.3,7.3,1002.3,19.5,44913.36,32977.29
2015-02-07,29.1,22.1,25.4,1.7,1.7,94,65,82,15.0,10.2,1001.8,23.63,44886.39,41468.88
2015-02-08,29.0,23.2,25.7,2.3,2.3,94,75,85,11.1,6.6,1001.5,20.07,44859.28,40685.86
2015-02-09,28.4,22.9,25.2,6.5,6.5,97,75,89,10.1,5.9,1000.8,17.42,44832.05,27968.46
2015-02-10,28.2,22.7,24.7,21.1,21.1,98,82,94,12.1,7.6,1000.3,14.91,44804.52,24804.92
2015-02-11,28.6,22.6,25.0,7.9,7.9,97,70,87,19.7,13.2,999.3,19.54,44776.55,34910.21
2015-02-12,27.0,22.6,24.8,7.1,7.1,97,75,86,26.7,18.0,998.7,11.53,44748.18,18168.9
2015-02-13,28.1,24.0,25.5,6.0,6.0,88,71,81,23.3,15.8,998.8,13.06,44719.44,24303.63
2015-02-14,28.1,24.2,25.8,5.1,5.1,88,69,79,24.9,15.9,998.9,13.61,44690.36,32661.52
2015-02-15,30.2,24.2,26.8,0.1,0.1,79,54,68,24.8,16.0,998.8,21.79,44660.98,33375.91
2015-02-16,31.3,24.9,27.7,0.0,0.0,84,51,65,27.2,16.0,998.1,26.68,44631.32,40024.87
2015-02-17,30.9,23.6,26.9,0.9,0.9,88,54,75,17.2,9.2,998.2,21.02,44601.41,31157.51
2015-02-18,29.8,23.5,26.1,1.2,1.2,93,66,81,12.8,6.2,998.7,16.98,44571.28,26468.0
2015-02-19,31.6,23.1,27.1,0.0,0.0,92,58,77,7.3,4.5,998.9,21.8,44540.96,34372.02
2015-02-20,31.8,23.6,27.1,8.4,8.4,94,63,82,11.6,5.5,999.2,22.39,44510.49,38665.36
2015-02-21,31.0,23.1,26.3,9.5,9.5,98,69,87,9.2,4.8,1001.0,22.57,44479.89,39654.38
2015-02-22,30.2,22.1,25.0,21.8,21.8,98,66,88,13.7,6.6,1002.9,19.83,44449.18,30108.77
2015-02-23,28.4,22.6,25.2,2.1,2.1,97,73,86,18.0,11.8,1001.9,19.48,44418.39,39243.46
2015-02-24,28.7,24.0,25.9,5.3,5.3,91,76,84,20.8,13.7,1000.8,20.74,44387.56,39600.0
2015-02-25,29.5,23.2,26.1,4.4,4.4,93,65,82,18.0,9.9,999.5,22.08,44356.7,35127.44
2015-02-26,28.8,23.4,25.3,7.7,7.7,95,73,87,13.7,9.7,999.1,18.9,44325.85,32283.18
2015-02-27,26.8,23.1,24.8,16.5,16.5,97,80,89,19.5,13.8,999.1,11.83,44295.03,26340.78
2015-02-28,26.4,22.8,24.6,20.6,20.6,98,85,92,15.6,10.8,999.7,8.01,44264.26,10755.88
2015-03-01,26.6,21.7,24.4,6.6,6.6,98,80,90,13.4,8.5,999.6,10.05,44233.58,18776.15
2015-03-02,27.8,23.4,25.0,4.6,4.6,93,75,85,14.3,9.3,999.5,14.3,44202.79,32400.0
2015-03-03,28.4,22.1,25.0,6.9,6.9,98,71,87,7.3,4.1,999.3,17.35,44171.76,35876.86
2015-03-04,25.7,22.6,24.1,12.2,12.2,98,84,93,17.1,8.5,999.3,7.56,44140.54,76.03
2015-03-05,27.8,23.0,25.2,3.3,3.3,97,69,83,23.2,14.2,999.5,18.94,44109.13,37588.57
2015-03-06,27.5,23.2,24.9,9.7,9.7,97,74,86,23.2,14.9,998.5,16.54,44077.57,27593.67
2015-03-07,27.0,22.4,24.6,18.3,18.3,97,67,83,24.8,19.5,999.0,10.21,44045.88,8541.49
2015-03-08,26.1,21.8,24.0,25.5,25.5,95,71,82,25.6,22.8,999.8,10.41,44014.08,15266.83
2015-03-09,23.4,22.0,22.4,71.3,71.3,96,91,95,29.0,24.5,998.6,3.44,43982.19,0.0
2015-03-10,23.8,22.0,22.6,75.0,75.0,96,90,94,32.9,27.4,998.2,4.05,43950.25,0.0
2015-03-11,26.0,22.2,23.5,31.3,31.3,96,77,87,30.9,26.3,998.2,8.67,43918.27,9468.63
2015-03-12,29.4,22.7,26.1,4.7,4.7,88,52,69,31.1,25.5,997.6,21.58,43886.27,39182.5
2015-03-13,30.2,26.0,27.7,1.0,1.0,67,52,60,35.6,27.6,996.3,20.66,43854.28,39338.55
2015-03-14,29.6,23.7,26.7,6.9,6.9,85,53,67,38.4,30.4,997.5,20.43,43822.31,38793.0
2015-03-15,23.5,22.5,22.8,49.6,49.6,98,90,96,30.5,25.9,1000.9,5.22,43790.41,0.0
2015-03-16,25.7,21.7,23.7,23.1,23.1,97,81,89,21.0,17.0,1001.8,10.37,43758.57,18262.67
2015-03-17,28.5,22.7,25.2,0.0,0.0,94,68,81,21.2,14.2,1001.9,22.43,43726.83,35576.71
2015-03-18,29.5,21.3,25.3,0.0,0.0,96,63,83,10.5,6.2,1001.9,24.68,43695.21,40236.26
2015-03-19,30.4,22.0,26.1,0.0,0.0,96,58,80,8.6,5.2,1002.4,25.2,43663.73,39942.54
2015-03-20,29.9,23.7,26.4,0.0,0.0,93,65,81,11.2,6.2,1002.6,20.6,43632.41,38430.65
2015-03-21,30.3,23.1,26.0,3.6,3.6,95,70,86,13.3,8.5,1001.7,20.08,43601.28,36188.2
2015-03-22,29.6,23.2,25.8,4.3,4.3,96,71,86,13.6,9.1,1001.3,21.23,43570.17,40138.56
2015-03-23,29.1,21.6,25.2,3.3,3.3,98,73,87,8.2,5.2,1001.8,21.33,43538.95,40290.16
2015-03-24,29.8,22.4,25.6,6.9,6.9,97,70,87,8.3,4.5,1002.8,20.74,43507.66,37531.72
2015-03-25,29.8,22.2,25.4,5.5,5.5,99,73,87,10.5,4.9,1004.2,21.03,43476.32,39093.07
2015-03-26,29.4,22.6,25.1,18.3,18.3,98,73,88,11.6,7.3,1004.0,21.68,43444.94,38709.71
2015-03-27,28.9,22.2,25.3,6.4,6.4,98,72,87,9.4,6.2,1003.7,21.36,43413.54,39293.84
2015-03-28,28.1,22.5,25.3,1.3,1.3,98,72,86,11.1,6.3,1003.1,18.03,43382.14,40189.03
2015-03-29,29.6,22.8,26.1,0.1,0.1,96,69,83,16.8,11.9,1002.5,20.58,43350.78,39648.85
2015-03-30,29.5,23.4,26.3,0.4,0.4,95,71,84,14.1,12.0,1002.0,20.91,43319.46,39312.58
2015-03-31,29.6,22.7,26.3,0.3,0.3,98,71,85,11.2,7.5,1000.8,20.42,43288.2,37992.37
2015-04-01,29.8,23.5,26.8,0.0,0.0,96,70,84,12.0,6.9,999.8,20.28,43257.03,39754.68
2015-04-02,28.7,24.2,26.3,7.1,7.1,95,76,87,11.2,6.1,999.5,16.96,43225.97,39422.77
2015-04-03,30.5,23.6,27.0,0.0,0.0,96,68,84,14.5,11.5,999.0,22.86,43195.04,39118.29
2015-04-04,29.2,24.3,26.5,4.3,4.3,96,80,88,14.6,7.2,998.5,18.0,43164.25,39453.51
2015-04-05,29.3,23.6,25.7,7.1,7.1,99,74,89,10.5,5.6,999.2,19.16,43133.63,37618.63
2015-04-06,29.2,22.7,25.4,1.9,1.9,98,72,86,12.1,5.2,999.9,21.79,43103.2,40282.67
2015-04-07,28.8,22.1,25.1,1.1,1.1,97,68,85,10.9,6.9,1001.0,22.17,43072.98,38910.05
2015-04-08,28.2,22.6,25.4,1.5,1.5,93,68,83,14.3,10.5,1000.9,16.57,43043.0,26483.5
2015-04-09,24.9,21.6,23.5,77.3,77.3,98,91,96,7.9,4.5,1000.8,2.67,43013.27,0.0
2015-04-10,27.0,21.1,24.1,8.1,8.1,98,75,88,8.0,5.3,1000.8,11.03,42983.82,13554.62
2015-04-11,27.9,22.5,24.6,12.3,12.3,98,75,90,8.4,4.4,1001.5,13.81,42954.49,25055.93
2015-04-12,29.5,21.8,25.1,4.0,4.0,97,70,89,10.7,4.9,1002.3,16.5,42925.16,26358.18
2015-04-13,29.3,22.7,25.9,0.3,0.3,97,68,84,16.3,11.9,1001.9,19.73,42895.88,33511.38
2015-04-14,29.0,22.4,25.6,1.2,1.2,96,70,84,18.7,14.4,1002.0,17.22,42866.64,31479.5
2015-04-15,29.4,23.1,25.9,0.3,0.3,96,73,86,17.6,14.4,1003.4,17.49,42837.48,29095.93
2015-04-16,28.2,23.4,25.9,0.1,0.1,95,74,84,18.3,15.7,1002.8,13.65,42808.42,33326.29
2015-04-17,29.9,23.8,26.3,0.9,0.9,92,69,83,15.8,13.4,1001.1,21.12,42779.46,39848.09
2015-04-18,29.0,22.3,25.4,5.4,5.4,99,70,87,8.3,5.4,1001.3,20.3,42750.65,40214.59
2015-04-19,28.8,22.4,25.1,5.5,5.5,98,75,90,13.4,7.4,1001.7,15.77,42721.99,31184.91
2015-04-20,26.8,22.4,24.4,10.2,10.2,98,79,92,7.7,4.5,1000.8,11.14,42693.51,15714.85
2015-04-21,28.5,22.4,24.8,7.3,7.3,98,75,91,10.7,5.1,1000.5,13.31,42665.22,24471.77
2015-04-22,28.6,21.5,25.0,2.1,2.1,99,71,87,9.2,4.2,1000.2,19.8,42637.16,36672.36
2015-04-23,28.3,23.2,24.8,13.9,13.9,97,76,91,6.7,4.4,1000.7,13.92,42609.34,28800.0
2015-04-24,26.7,22.6,24.4,17.5,17.5,98,83,94,7.2,4.2,1000.7,7.79,42581.79,2315.66
2015-04-25,28.2,21.9,25.1,1.9,1.9,98,75,87,13.0,8.1,1001.3,15.6,42554.53,38161.87
2015-04-26,28.1,23.6,25.5,1.4,1.4,89,69,81,15.5,13.6,1001.8,17.32,42527.58,39798.66
2015-04-27,28.7,24.0,26.0,0.0,0.0,89,72,83,19.0,16.1,1002.1,19.31,42500.96,39179.13
2015-04-28,28.8,24.2,26.0,0.3,0.3,92,74,84,20.7,17.4,1001.9,17.65,42474.7,38858.95
2015-04-29,28.8,23.8,25.8,1.5,1.5,94,75,86,19.3,16.2,1002.2,16.16,42448.83,32610.17
2015-04-30,29.7,22.9,26.0,2.2,2.2,95,70,86,15.3,12.2,1001.1,18.46,42423.36,38470.62
2015-05-01,29.5,23.6,25.8,2.7,2.7,97,76,89,12.9,8.3,1001.6,16.41,42398.15,35286.8
2015-05-02,28.8,23.0,25.5,4.2,4.2,96,77,89,12.1,8.0,1001.7,15.13,42373.11,38666.15
2015-05-03,29.2,22.3,25.6,1.2,1.2,97,72,87,19.2,12.3,1001.0,17.88,42348.25,35862.88
2015-05-04,28.4,23.3,25.5,2.5,2.5,96,71,85,19.0,14.3,1000.9,14.19,42323.6,32229.78
2015-05-05,26.9,23.3,24.4,11.3,11.3,98,82,93,12.7,10.4,1000.9,9.73,42299.17,22538.12
2015-05-06,27.3,22.0,24.6,2.7,2.7,98,70,84,16.5,10.1,1001.5,16.12,42274.99,36963.76
2015-05-07,27.4,22.6,24.8,1.3,1.3,93,72,83,18.1,12.8,1002.4,16.17,42251.08,38062.0
2015-05-08,27.5,22.8,24.9,1.2,1.2,93,68,81,18.1,14.1,1002.2,15.97,42227.45,38410.66
2015-05-09,28.3,23.3,25.3,0.0,0.0,88,61,77,18.7,14.0,1002.5,20.24,42204.13,38281.17
2015-05-10,28.3,22.0,24.9,0.2,0.2,92,65,81,19.7,15.6,1003.2,19.84,42181.15,38636.66
2015-05-11,27.3,20.9,24.0,5.2,5.2,96,71,86,18.8,14.2,1004.2,17.02,42158.52,39097.02
2015-05-12,28.2,22.3,25.1,1.7,1.7,93,67,83,18.4,13.6,1003.1,17.79,42136.27,36821.27
2015-05-13,25.9,23.6,24.3,33.0,33.0,98,83,91,20.0,16.3,1002.7,6.43,42114.41,13475.79
2015-05-14,26.0,23.3,24.3,8.5,8.5,98,86,92,22.6,20.0,1002.4,8.47,42092.99,21335.48
2015-05-15,26.9,23.2,24.7,2.6,2.6,92,73,83,32.5,24.5,1002.9,17.06,42072.0,37977.23
2015-05-16,28.1,23.0,25.0,0.0,0.0,87,69,80,27.1,22.4,1002.7,20.06,42051.48,38467.35
2015-05-17,28.5,23.1,25.5,0.5,0.5,91,71,83,22.1,17.2,1002.5,17.04,42031.46,38875.79
2015-05-18,29.2,23.8,26.1,0.0,0.0,95,72,86,19.4,14.8,1002.5,17.7,42011.96,37259.39
2015-05-19,29.8,23.5,26.1,0.0,0.0,94,65,83,22.1,17.0,1002.7,20.56,41992.99,38986.14
2015-05-20,29.1,23.1,25.6,0.0,0.0,97,65,83,18.6,14.2,1004.0,21.12,41974.6,38613.63
2015-05-21,28.7,20.3,24.5,0.0,0.0,96,63,83,15.3,9.2,1005.0,20.93,41956.66,38224.28
2015-05-22,27.5,20.5,24.1,3.5,3.5,99,67,85,8.2,5.5,1005.2,17.94,41939.09,38153.08
2015-05-23,24.9,21.9,23.0,60.2,60.2,98,86,95,8.9,5.1,1004.3,3.0,41921.92,0.0
2015-05-24,27.7,22.0,24.8,0.7,0.7,95,71,86,13.6,8.9,1003.5,14.05,41905.15,36543.45
2015-05-25,29.2,21.8,25.4,0.2,0.2,97,68,85,20.4,14.7,1003.5,17.75,41888.81,33163.4
2015-05-26,28.5,22.4,25.2,0.4,0.4,92,71,83,25.5,18.9,1003.1,16.23,41872.91,35911.05
2015-05-27,27.0,24.2,25.5,3.2,3.2,94,78,86,24.8,10.1,1001.4,8.56,41857.46,9716.24
